Comments,HateSpeech
সৃষ্টির সেরা জীব কী আমরা এখনো বাস্তবিক অর্থে হতে পেরেছি?,0
এই মুহূর্ত টা সেই মজার,0
স্বপ্নটা আকাশ ছোঁয়ার যেতে হবে বহু দূর,0
হাহাহা এটাই বাস্তব ,0
কেবল তুমি গুছিয়ে দিবে বলে আমি অগোছালো হয়ে যাব আবার! ,0
ওবাইদুল কাদের নামে কোন গুরু নাই।,0
ওর মত বেয়াদবের ধারা সবকিছুই সম্ভব। ,1
"আমার যে মা ছাড়া আর কেউ নেই, ১৯ বছর আগে বাবা কে হারালাম",0
তারা আমার সাথে যুক্ত হয়ে যাও ,0
এত সুন্দর একটা সংসার রেখে কুত্তার বাচ্চা এমন টা কেন করছে,0
গরমে উফ বললেই তো আউট,0
যেমন কর্ম তেমন ফল,0
কুকুররের সাথে তুলনা করলে কুকুর কে অসম্মান করা হয় এদের কারো সাথে তুলনা করা যায় না নিকৃষ্ট,1
সালা লুচ্চা,1
তোর অবস্থা হাহাহ,0
এইগুলার ভালোবাসা বাসি ছাড়া আর কোনো কাম নাই! নির্লজ্জ বেহায়া গুলা!,1
এই নাটকটা আরো একজন করছিল কেউ বলতে পারবেন তার নাম থাক আমি বলে দেই নাফাইসা নিশা ,0
ছেলেদের ধন খাড়া করতে ,1
আলহামদুলিল্লাহ অগ্নিকন্যা ,0
শিশুদের খাদ্য ঢেকে রাখা উচিত,0
তুই তো লুচ্চা তোর কাছে তো ভালো লাগবেই,1
সব আওয়ামী লীগের দালাল।,1
চলছে গাড়ি যাত্রাবাড়ী ,0
তোর বোইন তো তোর মতন শিক্ষা লাভ করেনাই,0
হাহা খুব সুন্দর অসাধারণ ভালো লাগলো,0
জাতির লুচ্চা জামাই নাজিম,1
মেধাবী মাল,0
পম পম ,1
হালারপুত চ্যানেল আর হারে হারামজাদা উপস্থাপক।,1
বেজন্মা কুত্তার বাচ্চা জন্ম ঠিক নাই,1
আইই সালা শুয়ারের বাচ্চা একটা ,1
বুড়ির দম আছে বলতে হবে,0
এই চুর গুলো তো দেশেই রয়ে গেল আহ জাতি অচিরেই বুজতে পারবে কি হারিয়েছে,0
সত্যি অসাধারণ! ৫০০ টাকা দিয়ে ৭০০০ টাকা পেয়েছি।,0
তুমি কি চুদে দেবে,1
চুদা মানুষ এ ভালোই খাও মাদারবোর্ড,1
ঠিক আছে একেবারে ,0
থুথু দিয়ে শুভেচ্ছা জানালাম তোদের এই স্বাধীনতা কে।,1
"নিজের মায়ের কষ্টের কারণ হয়ে দাঁড়িয়েছি, মায়ের মুখে আমার মৃত্যুর কথা শুনেছি, একটা মেয়ে হয়ে এর থেকে বড় পাওয়া আর কি হতে পারে ",0
